index,event_annotation_id,event_id,argtext,Text,Important,Goal_Test,annotator_ID,Goal_Test_2,Final_Goal_Test
424,1678,210,Caltech,,,important,0,,
425,1685,211,beach area,,,important,0,beach area in Mogadishu, in 
426,1686,211,Mogadishu,,,important,0,,
427,1688,212,Local Tajikistan police,,,important,0,Local Tajikistan police shaved nearly 13000 mens, shaved 
428,1689,212,nearly 13000 mens,,,important,0,,
429,1701,213,Ebola virus,,,important,0,Ebola virus in Sierra Leone, in 
430,1702,213,Sierra Leone,,,important,0,,
431,1704,214,Burundi,,,important,0,Burundi call for UN Security Council, call for 
432,1705,214,UN Security Council,,,important,0,,
433,1712,215,Uganda,,,important,0,Uganda appears befor International Criminal Court, appears befor 
434,1713,215,International Criminal Court,,,important,0,,
435,1717,216,an arrest warrant,,,important,0,an arrest warrant for leader, for 
436,1718,216,leader,,,important,0,,
437,1724,217,Russian President Vladimir Putin,,,important,0,Russian President Vladimir Putin personally approved FSBs murder, personally approved 
438,1725,217,FSBs murder,,,important,0,,
439,1732,218,Vietnam,,,important,0,Vietnam convenes in Hanoi, convenes in 
440,1733,218,Hanoi,,,important,0,,
441,1738,219,Douglas Bay Horse Tramway,,,important,0,Douglas Bay Horse Tramway at Douglas Isle, at 
442,1739,219,Douglas Isle,,,important,0,,
443,1744,220,Steve Zadesky,,,important,0,Steve Zadesky running electric car project, running 
444,1745,220,electric car project,,,important,0,,
445,1753,221,MidAtlantic,,,important,0,MidAtlantic brace for a winter storm, brace for 
446,1754,221,a winter storm,,,important,0,,
447,1755,222,La Loche Community School student shot,,,important,0,La Loche Community School student shot and killed two brothers, and killed 
448,1756,222,two brothers,,,important,0,,
449,1763,223,Wei Hong,,,important,0,Wei Hong resigns as Governor, resigns as 
450,1764,223,Governor,,,important,0,,
451,1777,224,Syrias eastern Deir ezZor Governorate,,,important,0,Syrias eastern Deir ezZor Governorate leaves at least 47 civilians dead, leaves 
452,1778,224,at least 47 civilians dead,,,important,0,,
453,1781,225,Jordanian soldiers,,,important,0,Jordanian soldiers kill twelve infiltrators, kill 
454,1782,225,twelve infiltrators,,,important,0,,
455,1792,226,This potentially record storm,,,important,0,This potentially record storm predicted to generate blizzard conditions, predicted to generate 
456,1793,226,blizzard conditions,,,important,0,,
457,1813,227,migrants,,,important,0,migrants living in nearby Calais jungle camp, living in 
458,1814,227,nearby Calais jungle camp,,,important,0,,
459,1822,228,Former New York City mayor Michael Bloomberg,,,important,0,Former New York City mayor Michael Bloomberg considering a possible independent presidential run, considering 
460,1823,228,a possible independent presidential run,,,important,0,,
461,1827,229,Poland surveillance law plan,,,important,0,Poland surveillance law plan angers protesters, angers 
462,1828,229,protesters,,,important,0,,
463,1838,230,Blue Origins rocket New Shepard,,,important,0,Blue Origins rocket New Shepard reflown in Texas, reflown in 
464,1839,230,Texas,,,important,0,,
465,1843,231,Rabia,,,important,0,Rabia in Syrias Latakia Governorate, in 
466,1844,231,Syrias Latakia Governorate,,,important,0,,
467,1848,232,Heavy snowfall,,,important,0,Heavy snowfall in western and central Japan,in
468,1849,232,western,,,important,0,,and
469,1850,232,central Japan,,,important,0,,
470,1866,233,several homes,,,important,0,several homes on Kenai Peninsula, on 
471,1867,233,Kenai Peninsula,,,important,0,,
472,1872,234,Marcelo Rebelo de Sousa,,,important,0,Marcelo Rebelo de Sousa elected President, elected 
473,1873,234,President,,,important,0,,
474,1876,235,Kazuhiro,,,important,0,Kazuhiro wins his first makuuchi top division championship, wins 
475,1877,235,his first makuuchi top division championship,,,important,0,,
476,1881,236,New England Patriots,,,important,0,New England Patriots win AFC Championship, win 
477,1882,236,AFC Championship,,,important,0,,
478,1889,237,Suicide bombers,,,important,0,Suicide bombers kill at least 32 people, kill 
479,1890,237,at least 32 people,,,important,0,,
480,1895,238,A Saudiled coalition airstrike,,,important,0,A Saudiled coalition airstrike kills a senior Yemeni judge, kills 
481,1896,238,a senior Yemeni judge,,,important,0,,
482,1905,239,New York State parks system,,,important,0,New York State parks system shut off American portion, shut off 
483,1906,239,American portion,,,important,0,,
484,1914,240,At least eightyfive people,,,important,0,At least eightyfive people killed in Taiwan, killed in 
485,1915,240,Taiwan,,,important,0,,
486,1922,241,The death toll,,,important,0,The death toll rises to at least 30, rises to 
487,1925,241,at least 30,,,important,0,,
488,1926,242,British explorer Henry Worsley,,,important,0,British explorer Henry Worsley dies at 55, dies at 
489,1928,242,55,,,important,0,,
490,1931,243,Krasnoyarsk Krai region,,,important,0,Krasnoyarsk Krai region in Siberia Russia, in 
491,1932,243,Siberia Russia,,,important,0,,
492,1936,244,Zika virus,,,important,0,Zika virus spread in Americas, spread in 
493,1939,244,Americas,,,important,0,,
494,1940,245,Greece,,,important,0,Greece faces suspension or expulsion, faces 
495,1941,245,suspension or expulsion,,,important,0,,
496,1949,246,The US Supreme Court,,,important,0,The US Supreme Court ruled in Montgomery, ruled in 
497,1950,246,Montgomery,,,important,0,,
498,1959,247,Texas,,,important,0,Texas a grand jury cleared Planned Parenthood, a grand jury cleared 
499,1961,247,Planned Parenthood,,,important,0,,
500,1967,248,Bob Brown former Parliamentary Leader,,,important,0,Bob Brown former Parliamentary Leader arrested during a protest, arrested during 
501,1969,248,a protest,,,important,0,,
502,1974,249,The Syrian Army,,,important,0,The Syrian Army backed by Hezbollah militiamen , backed by  
503,1975,249,Hezbollah militiamen,,,important,0,,
504,1984,250,A US drone strike,,,important,0,A US drone strike kills at least six militants, kills 
505,1985,250,at least six militants,,,important,0,,
506,1995,251,school teachers,,,important,0,school teachers go on strike, go on 
507,1996,251,strike,,,important,0,,
508,2001,252,The death toll,,,important,0,The death toll rises to 38, rises to 
509,2003,252,38,,,important,0,,
510,2004,253,Malaysian authorities,,,important,0,Malaysian authorities find thirteen bodies, find 
511,2005,253,thirteen bodies,,,important,0,,
512,2008,254,Virologists,,,important,0,Virologists find Zika virus, find 
513,2009,254,Zika virus,,,important,0,,
514,2013,255,Malaysia Najib Razak,,,important,0,Malaysia Najib Razak cleared of corruption, cleared of 
515,2014,255,corruption,,,important,0,,
516,2024,256,Wang Baoan,,,important,0,Wang Baoan is under suspicion, is under 
517,2025,256,suspicion,,,important,0,,
518,2034,257,US federal authorities,,,important,0,US federal authorities arrest Militia leader Ammon Bundy, arrest 
519,2035,257,Militia leader Ammon Bundy,,,important,0,,
520,2055,258,The Jungle homeless encampment,,,important,0,The Jungle homeless encampment in US city, in 
521,2056,258,US city,,,important,0,,
522,2062,259,a machine gun mass shooting,,,important,0,a machine gun mass shooting at a local Masonic Temple, at 
523,2063,259,a local Masonic Temple,,,important,0,,
524,2064,260,Marshall Islands President Casten nemra,,,important,0,Marshall Islands President Casten nemra defeated in a vote, defeated in 
525,2065,260,a vote,,,important,0,,
526,2071,261,Suicide bombers,,,important,0,Suicide bomber blow themselves,Suicide bomber blow 
527,2072,261,themselves,,,important,0,,
528,2083,262,companys acquisition,,,important,0,companys acquisition of BG Group a deal expected to close on February 15,of
529,2084,262,BG Group,,,important,0,,
530,2085,262,a deal,,,important,0,,expected to close on
531,2086,262,February 15,,,important,0,,
532,2089,263,Eastern US,,,important,0,Eastern US rises to 50, rises to 
533,2090,263,50,,,important,0,,
534,2091,264,Several Zika virus cases,,,important,0,Several Zika virus cases reported in Denmark Italy Spain United Kingdom, reported in 
535,2092,264,Denmark Italy Spain United Kingdom,,,important,0,,
536,2099,265,Council resolution,,,important,0,Council resolution needed regarding Northkoreas nuclear test, needed regarding 
537,2100,265,Northkoreas nuclear test,,,important,0,,
538,2102,266,at least 160,,,important,0,at least 160 young Iranians currently awaiting execution, young Iranians currently awaiting 
539,2104,266,execution,,,important,0,,
540,2108,267,Hilda Heine,,,important,0,Hilda Heine elected President, elected 
541,2109,267,President,,,important,0,,
542,2117,268,President FranAsois Hollande,,,important,0,President FranAsois Hollande resigns as Minister, resigns as 
543,2119,268,Minister,,,important,0,,
544,2122,269,Vietnam,,,important,0,Vietnam reelects conservative Nguyan PhA Trang, reelects 
545,2123,269,conservative Nguyan PhA Trang,,,important,0,,
546,2136,270,AlphaGo,,,important,0,AlphaGo powered by DeepMind, powered by 
547,2137,270,DeepMind,,,important,0,,
548,2145,271,tennis sports,,,important,0,tennis sports governing bodies, governing 
549,2146,271,bodies,,,important,0,,
550,2154,272,At least seven people,,,important,0,At least seven people killed in a suicide bomb attack, killed in 
551,2155,272,a suicide bomb attack,,,important,0,,
552,2159,273,Iraqi Kurd migrants,,,important,0,Iraqi Kurd migrants sinks off Greek island, sinks off 
553,2160,273,Greek island,,,important,0,,
554,2168,274,an emergency committee,,,important,0,an emergency committee tackle Zika virus, tackle 
555,2170,274,Zika virus,,,important,0,,
556,2173,275,Taiwan Ma Yingjeou,,,important,0,Taiwan Ma Yingjeou visits Taiping Island Taiwans, visits 
557,2175,275,Taiping Island Taiwans,,,important,0,,
558,2188,276,Sweden,,,important,0,Sweden disallowing about 45 percent of asylum applications,disallowing about 
559,2189,276,45 percent,,,important,0,,of
560,2190,276,asylum applications,,,important,0,,
561,2193,277,Georgia,,,important,0,Georgia welcomes ICCs investigation, welcomes 
562,2194,277,ICCs investigation,,,important,0,,
563,2204,278,crimes,,,important,0,crimes against humanity, against 
564,2205,278,humanity,,,important,0,,
565,2210,279,a murdersuicide,,,important,0,a murdersuicide in Chesapeake Virginia US Yahoo! News, in 
566,2211,279,Chesapeake Virginia US Yahoo! News,,,important,0,,
567,2215,280,a Shia mosque,,,important,0,a Shia mosque in Saudi Arabias Eastern Province, in 
568,2216,280,Saudi Arabias Eastern Province,,,important,0,,
569,2218,281,half electricity,,,important,0,half electricity in Iraqi Kurdistan, in 
570,2219,281,Iraqi Kurdistan,,,important,0,,
571,2222,282,Mexico,,,important,0,Mexico launches a wholesale telecoms, launches 
572,2223,282,a wholesale telecoms,,,important,0,,
573,2227,283,Japan,,,important,0,Japan adopts a negative interest rate policy, adopts 
574,2228,283,a negative interest rate policy,,,important,0,,
575,2230,284,US corporation Xerox,,,important,0,US corporation Xerox announces split into two companies, announces split into 
576,2232,284,two companies,,,important,0,,
577,2236,285,Tropical Cyclone Stan,,,important,0,Tropical Cyclone Stan gathers strength, gathers 
578,2237,285,strength,,,important,0,,
579,2243,286,90mph winds,,,important,0,90mph winds knocking out power lines, knocking out 
580,2244,286,power lines,,,important,0,,
581,2249,287,British Columbia,,,important,0,British Columbia kills five people, kills 
582,2250,287,five people,,,important,0,,
583,2251,288,Japan,,,important,0,Japan alert over a possible Northkorean ballisti, alert over 
584,2252,288,a possible Northkorean ballisti,,,important,0,,
585,2259,289,Communist Party government,,,important,0,Communist Party government in Guangzhou, in 
586,2260,289,Guangzhou,,,important,0,,
587,2263,290,22 emails,,,important,0,22 emails on Hillary Clintons home server, on 
588,2264,290,Hillary Clintons home server,,,important,0,,
589,2267,291,The Mexican Federal District,,,important,0,The Mexican Federal District renamed to Mexico City Ciudad de MAcxico, renamed to 
590,2268,291,Mexico City Ciudad de MAcxico,,,important,0,,
591,2281,292,a hypothesized planetarymass object,,,important,0,a hypothesized planetarymass object called Theia, called 
592,2282,292,Theia,,,important,0,,
593,2288,293,Instagram ban,,,important,0,Instagram ban private persontoperson sale of guns via their services,
594,2289,293,private persontoperson sales,,,important,0,,of
595,2290,293,guns,,,important,0,,via
596,2291,293,their services,,,important,0,,
597,2294,294,Cyclone Stan,,,important,0,Cyclone Stan expected to make landfall as a Category Three storm, expected to make landfall as 
598,2295,294,a Category Three storm,,,important,0,,
599,2301,295,The 61 yearold pilot,,,important,0,The 61 yearold pilot dies in crash, dies in 
600,2302,295,crash,,,important,0,,
601,2306,296,migrants,,,important,0,migrants sinks between Turkey and Greece, sinks between 
602,2307,296,Turkey and Greece,,,important,0,,
603,2315,297,More than 2100 pregnant Colombian women,,,important,0,More than 2100 pregnant Colombian women infected with mosquitoborne Zika virus, infected with 
